搜索词,ID,项目名称,造价(百万),项目阶段,省份,城市,公布时间,区域,建面(㎡),行业分类,纬度,经度
供水,1265959,四川省南充市HB-X（2021）32号柳垭镇金花寨村2社地块公用设施用地项目(马鞍柳垭集中供水项目)(四川德运水务建设投资有限公司),,未确定,四川省,南充市,2021-08-30,华西区,,公用事业设施,30.8401171,106.1066076
供水,1263241,胶州市农村供水改建工程、胶州市城乡规模化供水改建工程(EPC)(青岛胶州水务投资开发有限公司、青岛市胶州新城建设发展有限公司),350.0,施工单位招标,山东省,青岛市,2021-08-27,华东区,,公用事业设施/基础建设,36.0637967,120.3192081
供水,1255386,阜南县农村供水保障工程项目 (阜南县水利局),1000.0,构思,安徽省,阜阳市,2021-08-26,华东区,,公用事业设施,32.8926763,115.8090001
供水,1257970,安宁河谷攀枝花地区抗旱供水能力提升工程 (攀枝花市水利局),1500.0,构思,四川省,攀枝花市,2021-08-25,华西区,,公用事业设施/基础建设,26.5860102,101.7179276
供水,1263018,山东省烟台市莱阳市莱阳LH2021-11号大夼镇宋村村北公用设施用地项目(莱阳市农村饮水城乡供水一体化建设工程)(莱阳市城市建设投资集团有限公司),,未确定,山东省,烟台市,2021-08-25,华东区,,公用事业设施,37.461928,121.4425255
供水,1276034,广西贺州市HTC—2021—87号平桂区姑婆山大道东侧A地块公共设施（供水）用地项目(广西姑婆山产业区建设投资有限公司),,未确定,广西省,贺州市,2021-08-23,华南区,,公用事业设施,24.3705146,111.3590955
供水,1199664,国家级宾西经济技术开发区(宾县)松花江供水项目 (宾西经济技术开发区管理委员会) v.2,300.0,截标后,黑龙江省,哈尔滨市,2021-08-23,华北区,,公用事业设施/基础建设,45.7593633,126.6276177
供水,1260988,浙江省金华市玉山镇中湖村公用设施用地项目(磐安县玉山镇集镇供水工程)(磐安县水利发展有限公司 ),,未确定,浙江省,金华市,2021-08-23,华东区,,公用事业设施,29.1080344,119.6486487
供水,1260542,新疆可克达拉市654004561215GB00006号第四师61团青年连公用设施用地项目(霍尔果斯经济开发区兵团分局自来水厂及供水改扩建工程项目)(霍尔果斯经济开发区兵团分区正兴投资开发有限公司),,未确定,新疆,可克达拉市,2021-08-20,华西区,,公用事业设施,43.9313812,80.9989088
供水,1254989,承德县县城供水系统智慧化升级改造项目(承德县盛源供水服务有限公司),250.0,主体工程中标/开工,河北省,承德市,2021-08-20,华北区,5000.0,公用事业设施/办公楼/基础建设,40.9507147,117.9567031
供水,1252948,长乐东区水厂水质提升工程项目 (福州市长乐区远航供水有限责任公司),136.4,构思,福建省,福州市,2021-08-19,华南区,,公用事业设施,26.0774954,119.2918215
供水,1259271,"黑龙江省双鸭山市2021010号开发区公用设施用地项目(双鸭山市""引松入双""供水工程工业净水厂项目)(双鸭山市自来水有限公司)",,未确定,黑龙江省,双鸭山市,2021-08-19,华北区,,公用事业设施,46.6738195,131.1331152
供水,1252868,浏阳经开区(高新区)永安联合水厂二期建设项目 (浏阳市永安供水公司),126.34,文件草议,湖南省,长沙市,2021-08-18,华南区,,公用事业设施,28.1450774,113.2384362
供水,1170455,临沂市应急水源项目(第三水厂)工程 (临沂市城市应急供水有限公司、临沂市水务集团有限公司) v.3,700.0,设计,山东省,临沂市,2021-08-17,华东区,,公用事业设施,35.1032403,118.3506988
供水,1255291,蕉岭县农村供水巩固提升工程一期(EPC)（蕉岭县水利水电建设中心）,130.0,施工单位招标,广东省,梅州市,2021-08-17,华南区,,公用事业设施,24.2918414,116.1171428
供水,1255176,陆河县南部三镇(河口、上护、新田)集中供水工程(陆河县水利工程建设管理中心),205.0,施工单位招标,广东省,汕尾市,2021-08-17,华南区,,公用事业设施/基础建设,23.0123639,115.5099937
供水,1229794,暮底河水库至绿色铝园区供水工程 (文山水利投资集团有限公司) v.2,340.0,设计,云南省,文山壮族苗族自治州,2021-08-17,华西区,,公用事业设施/基础建设,23.399102,104.2172181
供水,1149807,龙里县水场片区供水改扩建工程 (贵州龙溪城市供排水有限公司) v.2,100.0,主体工程中标/开工,贵州省,黔南布依族苗族自治州,2021-08-11,华西区,,公用事业设施,26.257011,107.5180339
供水,1078660,长丰县龙门寺中心水厂工程(EPCO) (合肥市长丰供水集团有限公司) v.3,790.87,主体工程中标/开工,安徽省,合肥市,2021-08-10,华东区,,公用事业设施/办公楼,31.8665676,117.281428
供水,1252521,龙山东省日照市龙王河以北、204国道以东地块公用设施用地项目(日照市虎山水厂迁建工程项目)(日照市水务集团供水有限公司),,未确定,山东省,日照市,2021-08-09,华东区,,公用事业设施,35.4178833,119.5213994
供水,1224662,共青城市供水保障一体化工程建设项目第二水厂EPC (共青城市供水保障一体化工程建设项目部) v.2,92.95,主体工程中标/开工,江西省,九江市,2021-08-09,华南区,,公用事业设施,29.388607,115.3820227
供水,1251851,广东省韶关市始兴县始兴（划）2021-006号始兴县花山水库东北侧地块公用设施用地项目(始兴县花山水厂项目建设)(始兴县供水有限责任公司),,未确定,广东省,韶关市,2021-08-06,华南区,,公用事业设施,24.8136095,113.5922116
供水,1250587,湖南省岳阳市云溪区云溪街道新铺村公用设施用地项目(云溪供水工程(临湖公路供水管线)云溪加压泵站项目)(岳阳市水务集团有限公司),,未确定,湖南省,岳阳市,2021-08-05,华南区,,公用事业设施,29.060703,113.348653
供水,1250522,山东省青岛市即墨区21-38-1号青岛蓝谷泉海路以西、麒麟路以北LG0401-17-B地块公用设施用地项目(温泉水厂扩建工程—污泥处理项目)(青岛即东供水有限公司),,未确定,山东省,青岛市,2021-08-05,华东区,,公用事业设施,36.0637967,120.3192081
供水,1250446,山西省忻州市河曲县H-01-04-01号黄河东大街北、开元路东公用设施用地项目(河曲县自来水管理所新建县城供水工程项目)(河曲县城乡建设综合服务中心),,未确定,山西省,忻州市,2021-08-05,华北区,,公用事业设施,38.76502,112.385805
供水,1246758,山东省烟台市370611104016GB00006W00000000号、370611104016GB00005W00000000号福山区门楼镇西马疃村西北、规划路以东，福山区门楼镇西马疃村西北规划路以西公用设施用地项目(烟台市福山区城乡供水一体化项目门楼水厂办公区)(烟台市福山区城乡供水一体化项目门楼水厂生产区)(葛洲坝水务(烟台)有限公司),,未确定,山东省,烟台市,2021-07-30,华东区,,公用事业设施/办公楼,37.461928,121.4425255
供水,1243237,莆田市城乡供水一体化—涵江乌溪水厂建设工程(莆田市城乡供水有限公司),200.0,构思,福建省,莆田市,2021-07-30,华南区,,公用事业设施,25.4965882,118.8500963
供水,1245497,黑龙江省哈尔滨市巴彦县hb-2021-03号巴彦镇新城区公用设施用地项目(巴彦县巴彦镇第三供水厂)(巴彦县水务局),,未确定,黑龙江省,哈尔滨市,2021-07-29,华北区,,公用事业设施,45.7593633,126.6276177
供水,1248519,安徽省安庆市340811划拨[2021]016号宜秀区大桥街道象山村天柱山机场机场用地项目(安庆机场（民用部分）改扩建工程供水站项目)(安庆市交通投资有限公司),,未确定,安徽省,安庆市,2021-07-29,华东区,,交通运输枢纽/公用事业设施,30.6592336,116.6302585
供水,1245081,山西省朔州市朔城区朔区自然2021-06号世纪大道西侧、神泉大道北侧公用设施用地项目(朔州市祝家庄城市供水工程(四水厂))(朔州市城发供水有限公司),,未确定,山西省,朔州市,2021-07-28,华北区,,公用事业设施,39.592737,112.541339
供水,1243632,海南省琼海市博鳌镇博鳌村委会境内公用设施用地项目(博鳌供水加压泵站项目)(琼海市自来水公司),,未确定,海南省,琼海市,2021-07-26,华南区,,公用事业设施,19.2592373,110.4703445
供水,1233030,"广信区城乡一体化供水工程(济腰供水工程,花厅供水工程) (上饶市广信水务集团有限公司) v.2",200.0,设计,江西省,上饶市,2021-07-23,华南区,,公用事业设施/基础建设,28.7435852,117.40539
供水,1225009,阜阳市第三水厂二期暨管网分区计量监测系统工程 (阜阳市供水总公司) v.2,1000.0,设计,安徽省,阜阳市,2021-07-21,华东区,,公用事业设施/办公楼,32.8926763,115.8090001
供水,933521,修武县农村饮水集中式供水工程(七贤镇中心水厂和周庄镇中心水厂)项目 (修武县水利局) v.3,500.0,文件草议,河南省,焦作市,2021-07-20,华北区,,公用事业设施/基础建设,35.1375,113.143889
供水,1208429,武平县城乡供水一体化项目一期工程(城区分区)、(中堡分区、十方分区、岩前分区) (福建省水务发展集团武平水务有限公司),363.44,主体工程中标/开工,福建省,龙岩市,2021-07-20,华南区,,公用事业设施,25.0767425,117.0123483
供水,1236772,新罗区城乡供水一体化项目适中镇中心、中溪、保丰水厂及其配套管网工程、大池镇雅金水厂及其配套管网工程(EPC)(福建省水利投资开发集团新罗水务有限公司),136.68,主体工程中标/开工,福建省,龙岩市,2021-07-17,华南区,,公用事业设施,25.0767425,117.0123483
供水,1262136,湖北省十堰市2021027号房县军店镇向湾村公用设施用地项目(房县城区供水工程(方家畈水厂巩固提升工程)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-16,华南区,,公用事业设施,32.45269,110.560812
供水,1228178,高州市集中供水工程项目(高州粤海水务有限公司),560.0,构思,广东省,茂名市,2021-07-14,华南区,,公用事业设施,21.6656961,110.9209511
供水,1232438,朔州市神头泉城市生活供水工程(山阴、怀仁、应县) (朔州市华朔水务发展有限公司),660.0,设计,山西省,朔州市,2021-07-14,华北区,,公用事业设施,39.592737,112.541339
供水,1237483,湖北省十堰市房县2021011号门古寺镇狮子岩村公用设施用地项目(门古寺供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237477,湖北省十堰市房县2021010号大木厂镇大木街村公用设施用地项目(大木供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237476,湖北省十堰市房县2021009号土城镇土城村公用设施用地项目(土城供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237465,湖北省十堰市房县2021008号万峪河乡中院村公用设施用地项目(万峪供水厂)(房县住房和城乡建设局 ),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237459,湖北省十堰市房县2021007号青峰镇青峰街村公用设施用地项目(尹吉甫供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237454,湖北省十堰市房县2021006号白鹤镇白鹤观村公用设施用地项目(白鹤供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1237449,湖北省十堰市房县2021005号化龙堰镇汪家河水库管理处公用设施用地项目(化龙供水厂)(房县住房和城乡建设局),,未确定,湖北省,十堰市,2021-07-13,华南区,,公用事业设施,32.45269,110.560812
供水,1233990,肇东市城市供水工程城区供水改扩建部分 (肇东中铁水务有限公司),400.0,主体工程中标/开工,黑龙江省,绥化市,2021-07-12,华北区,,公用事业设施,46.880466,126.808707
供水,1238817,福建省莆田市仙游县度尾镇后埔村公用设施用地项目(仙游度尾供水设施建设工程(莆田市城乡供水一体化工程仙游度尾水厂扩建工程))(莆田市仙游城乡供水有限公司),,未确定,福建省,莆田市,2021-07-12,华南区,,公用事业设施,25.4965882,118.8500963
供水,1233089,大石桥市2021年农村供水工程( 大石桥市农村饮水安全工程建设管理处),60.0,构思,辽宁省,营口市,2021-07-12,华北区,,公用事业设施,40.6747155,122.2357736
供水,1246387,内蒙古赤峰市林西县2021GH-015号国道303北侧老204西侧公用设施用地项目(林西县供水管网改建项目)(林西县自来水总公司),,未确定,内蒙古,赤峰市,2021-07-09,华北区,,公用事业设施,42.2811677,118.9426564
供水,1216260,铁西区（经开区）农村供水工程—水厂建设工程(沈阳嘉诚水务有限公司) v.2,114.0,设计,辽宁省,沈阳市,2021-07-08,华北区,,公用事业设施,41.8026095,123.4279105
供水,1230914,四川古蔺酱香酒谷产业园区茅溪基地供水工程、四川古蔺酱香酒谷产业园区茅溪基地污水处理设施建设项目 (古蔺县川南建设发展有限公司 ),239.52,构思,四川省,泸州市,2021-07-08,华西区,,公用事业设施,28.5297899,105.5382725
供水,1231751,蔚县西合营镇污水处理厂扩容改造及配套管网工程(EPC)(蔚县西合营镇为民供水站),47.1,施工单位招标,河北省,张家口市,2021-07-08,华北区,,公用事业设施,40.8171433,114.8782861
