搜索词,ID,项目名称,造价(百万),项目阶段,省份,城市,公布时间,区域,建面(㎡),行业分类,纬度,经度
供水,1722842,舞阳县经开区化工园区工业供水厂建设项目 (舞阳县兴舞投资有限公司),250.0,构思,河南省,漯河市,2023-03-20,华北区,,公用事业设施,33.688056,113.913056
供水,1723941,广东省清远市连南瑶族自治县441826003003GB10024号三排镇三排村公用设施用地项目(连南瑶族自治县板洞食用水工程双主管及供水管网改造项目)(连南瑶族自治县水利局),,未确定,广东省,清远市,2023-03-20,华南区,,公用事业设施,23.6832984,113.0505994
供水,1292363,新晃县城乡供水一体化项目 (新晃侗族自治县水利局) v.2,433.68,设计,湖南省,怀化市,2023-03-16,华南区,,公用事业设施/基础建设/教育及科研设施,27.659483,110.143549
供水,1692261,广德市桐汭水厂供水工程(一期)EPC项目 (广德桐汭水务有限公司),60.0,施工单位招标,安徽省,宣城市,2023-03-16,华东区,,公用事业设施/基础建设,30.9412541,118.7540167
供水,1717066,碧源工业水厂二期扩建工程(宁波碧源供水有限公司),130.0,构思,浙江省,宁波市,2023-03-16,华东区,,公用事业设施,29.8622194,121.6203873
供水,1720645,福建省漳州市漳浦县202303H007号赤土乡、国营福建省漳浦万安农场公用设施用地项目(漳浦县城乡供水一体化中部万安水厂(一期)工程)(福建省水务发展集团漳浦水务有限公司),,未确定,福建省,漳州市,2023-03-15,华南区,,公用事业设施,24.2388257,117.4524304
供水,1693206,纳雍县供水水厂改扩建及输水管网改造工程(贵州雍能水务投资(集团)有限公司),60.0,设计,贵州省,毕节市,2023-03-15,华西区,,公用事业设施/基础建设,27.2858633,105.2865997
供水,1656830,海口市琼山区云龙镇供水系统工程ppp (海口市水务局) v.2,414.4,设计,海南省,海口市,2023-03-15,华南区,,公用事业设施/基础建设,20.0462328,110.1956502
供水,1659550,霍邱县十四五农村供水保障项目(龙马水厂改扩建工程) (霍邱县水利工程建设管理处） v.2,100.0,设计,安徽省,六安市,2023-03-14,华东区,,公用事业设施,31.7383487,116.5142252
供水,1656216,海口市秀英区石山镇美安水厂供水系统工程项目PPP (海口市水务集团有限公司) v.2,750.0,设计,海南省,海口市,2023-03-14,华南区,,公用事业设施/基础建设,20.0462328,110.1956502
供水,1652978,海口市美兰区大致坡镇供水系统工程项目 （海口市水务局）v.2,427.6,设计,海南省,海口市,2023-03-14,华南区,,公用事业设施/基础建设,20.0462328,110.1956502
供水,1718761,重庆綦江区ws-23-1号金桥镇新木村自愿社公用设施用地项目(青山湖片区供水工程)(重庆市万盛经开区水务开发建设集团有限公司),,未确定,重庆,綦江区,2023-03-14,华西区,,公用事业设施,28.8962474,106.7298355
供水,1663115,丰城市城乡供水保障工程(丰城市水利局) v.2,600.0,设计,江西省,宜春市,2023-03-13,华南区,,公用事业设施,27.81697,114.4112498
供水,1718322,江苏省淮安市2023HB001号盱眙县河桥镇洪山村其它用地项目(盱眙县城乡供水一体化建设工程--河桥水源厂项目)(盱眙县天源控股集团有限公司),,未确定,江苏省,淮安市,2023-03-13,华东区,,公用事业设施,33.5524785,119.1075773
供水,1189335,资中县城区供水管网及供水设施改造提升项目、资中县城区供水管网及供水设施改造提升项目-资中县城区沱江取水泵房改扩建工程（资中县润资水务投资开发有限责任公司） v.3,200.0,主体工程中标/开工,四川省,内江市,2023-03-12,华西区,,公用事业设施/基础建设,29.6602202,104.9192806
供水,1680652,广东省广州市18101270A23002广州市增城区新塘镇荔新公路北侧公用设施用地(广州增城区东进供水有限公司),,未确定,广东省,广州市,2023-03-10,华南区,,公用事业设施,23.1301964,113.2592945
供水,1716111,临沂西城供水加压泵站(临沂西新水务工程有限公司),50.0,设计,山东省,临沂市,2023-03-10,华东区,11000.0,公用事业设施/办公楼,35.1032403,118.3506988
供水,1716527,贵州省贵阳市2023-05-02 03:00:00号 硒城街道刘育村公用设施用地项目(中关村贵阳科技园开阳经济开发区供水工程 )(开阳县融通工业有限公司),,未确定,贵州省,贵阳市,2023-03-10,华西区,,公用事业设施,26.6499922,106.6246178
供水,1552726,增城区南部水厂及配套管网建设工程(广州增城区东进供水有限公司) v.2,1504.66,主体工程中标/开工,广东省,广州市,2023-03-10,华南区,,公用事业设施/基础建设,23.1301964,113.2592945
供水,1716273,广东省广州市增城区83003200A23006号朱村街广汕公路北侧公用设施用地项目(增城区朱村街广汕公路北侧5.276亩供水用地)(广州增城区东进供水有限公司),,未确定,广东省,广州市,2023-03-10,华南区,,公用事业设施,23.1301964,113.2592945
供水,1426280,镇雄县城乡供水一体化项目 （镇雄县水务局） v.2,509.48,主体工程中标/开工,云南省,昭通市,2023-03-09,华西区,,公用事业设施/基础建设,27.3417508,103.7146923
供水,1286151,福安市城乡供水一体化项目一期工程（EPC）(福安市水利投资有限公司) v.4,300.0,主体工程中标/开工,福建省,宁德市,2023-03-09,华南区,,公用事业设施/基础建设,27.0143281,119.4385501
供水,1715131,舞阳县经济技术开发区集中供水（工业）项目(河南金大地化工有限责任公司),,未确定,河南省,漯河市,2023-03-09,华北区,,公用事业设施,33.688056,113.913056
供水,1715234,汤阴县城乡供水一体化工程 （汤阴县水利局）,,未确定,河南省,安阳市,2023-03-09,华北区,,公用事业设施,36.1023552,114.33633
供水,1715206,河北省邢台市1305280100070003号苏家庄镇伍烈霍村北、石津灌区一干渠右岸公用设施用地项目(河北泓宁供水责任有限公司),,未确定,河北省,邢台市,2023-03-09,华北区,,公用事业设施,37.0616519,114.499746
供水,1714670,芦溪县农村供水保障工程(芦溪县水利局),,未确定,江西省,萍乡市,2023-03-08,华南区,,公用事业设施,27.6603206,113.8830806
供水,1689828,商南县清油河镇试马镇城乡供水一体化项目 (商南县农村供水工程建设处) v.2,100.0,设计,陕西省,商洛市,2023-03-07,华西区,,公用事业设施,33.8691156,109.9378112
供水,1711293,日供水15万吨水厂建设项目 (湖北汉兴水务发展有限公司),100.0,主体工程中标/开工,湖北省,孝感市,2023-03-07,华南区,,公用事业设施,31.176413,113.922434
供水,1566661,嘉陵区城乡供水一体化项目二期工程( 南充市嘉陵水务投资经营有限公司 ) v.2,895.27,设计,四川省,南充市,2023-03-07,华西区,,公用事业设施,30.8401171,106.1066076
供水,1711991,通城县城乡供水一体化建设项目（一期）(通城县清源城乡制水有限公司),190.0,主体工程中标/开工,湖北省,咸宁市,2023-03-07,华南区,,公用事业设施,29.8437545,114.3169418
供水,1711977,永丰县城乡供水提升改造项目(永丰县城市建设投资开发有限公司),200.0,主体工程中标/开工,江西省,吉安市,2023-03-07,华南区,,公用事业设施/基础建设,27.0937349,114.961355
供水,1713559,河北省保定市【2023】002号顺平县水工建筑用地项目( 南水北调中线京石段应急供水工程(顺平县段) )(中国南水北调集团中线有限公司),,未确定,河北省,保定市,2023-03-07,华北区,,公用事业设施,38.8579735,115.490696
供水,1667147,盘锦市大洼区城乡供水保障特许经营项目 (盘锦市大洼区住房和城乡建设局) v.2,366.4,设计,辽宁省,盘锦市,2023-03-07,华北区,,公用事业设施,41.1796147,122.0524321
供水,1711582,贞丰县城镇综合管网建设工程(贞丰县惠民农村供水有限责任公司),180.0,文件草议,贵州省,黔西南布依族苗族自治州,2023-03-07,华西区,,公用事业设施/基础建设,25.0925381,104.9019205
供水,1692153,乐山市五通桥区供排水一体化项目（城镇供水提质改造工程）(乐山市五通桥区水务投资有限公司),500.0,设计,四川省,乐山市,2023-03-06,华西区,,公用事业设施/基础建设,29.5851296,103.747791
供水,1649327,安顺市新型城镇化供水设施建设及改造项目 (安顺市供水总公司) v.2,560.0,主体工程中标/开工,贵州省,安顺市,2023-03-06,华西区,,公用事业设施/基础建设,26.254911,105.9437773
供水,1711361,沙洋县自来水厂扩建项目 (沙洋县泽洋供水有限公司)（沙洋县城市建设投资集团有限公司）,100.0,构思,湖北省,荆门市,2023-03-06,华南区,,仓储物流/公用事业设施/办公楼,31.0375248,112.1937979
供水,1706843,汉源县城乡供水一体化建设项目(汉源县安润城市管理服务有限公司 ),100.0,构思,四川省,雅安市,2023-03-06,华西区,,公用事业设施,30.0130923,103.0402038
供水,1709004,万载县城乡供水一体化 (万载县水利局),100.0,构思,江西省,宜春市,2023-03-06,华南区,,公用事业设施/基础建设,27.81697,114.4112498
供水,1711021,房县新能源产业园供水工程（EPC）(房县赓兴水利水电投资有限公司),206.14,构思,湖北省,十堰市,2023-03-06,华南区,,公用事业设施/基础建设,32.45269,110.560812
供水,1678400,当阳市城乡供水一体化工程 (当阳市水利和湖泊局 ) v.3,450.0,设计,湖北省,宜昌市,2023-03-06,华南区,,公用事业设施,30.694088,111.2803074
供水,1705841,绵竹市城乡供水一体化项目(绵竹市华贸城市更新建设发展有限公司),100.0,构思,四川省,德阳市,2023-03-05,华西区,,公用事业设施,31.1244028,104.39013
供水,1507451,砀山县城乡供水一体化(EPCO)工程 (砀山县水利局) v.3,1477.42,主体工程中标/开工,安徽省,宿州市,2023-03-05,华东区,,公用事业设施/基础建设/教育及科研设施,33.6482366,116.9588062
供水,1709272,远安县城乡供水一体化项目（远安县栖凤水利建设投资开发有限公司）,526.46,主体工程中标/开工,湖北省,宜昌市,2023-03-05,华南区,,公用事业设施/基础建设,30.694088,111.2803074
供水,1679879,信阳市中心城区供水厂工艺升级改造工程 (信阳市城市管理局),100.0,构思,河南省,信阳市,2023-03-04,华北区,,公用事业设施,32.075,114.853333
供水,1709949,内蒙古鄂尔多斯市2022125号乌审旗嘎鲁图镇嘎鲁图街西、赛汗路南公用设施用地项目(内蒙古自治区鄂尔多斯市乌审旗嘎鲁图镇新建综合供水建设工程)(鄂尔多斯市乌审旗城市建设投资有限公司),,未确定,内蒙古,鄂尔多斯市,2023-03-03,华北区,,公用事业设施,39.4602947,108.8134284
供水,1671437,河间市农村供水提升改造项目 (河间市农村发展有限公司) v.2,459.98,设计,河北省,沧州市,2023-03-02,华北区,,公用事业设施/基础建设,38.3042796,116.8511597
供水,1572725,庄河中部供水工程 (庄河市水务事务服务中心) v.2,816.72,设计,辽宁省,大连市,2023-03-01,华北区,,公用事业设施/基础建设,38.9181714,121.6282945
供水,1214533,龙海市城乡供水一体化项目(epc) (福建省水务发展集团龙海水务有限公司) v.3,973.45,主体工程中标/开工,福建省,漳州市,2023-03-01,华南区,,公用事业设施,24.2388257,117.4524304
供水,1634879,渠县乡村水务试点县供水保障工程(渠县博源水务发展有限公司) v.2,700.0,设计,四川省,达州市,2023-03-01,华西区,,公用事业设施,31.345115,107.650683
供水,1685385,贵州省六盘水市水城区老鹰山供水工程项目(六盘水市水城区城乡供水有限责任公司),250.0,构思,贵州省,六盘水市,2023-02-28,华西区,,公用事业设施,26.5963778,104.8279652
供水,1299344,张峰水库一干渠县城供水水质净化工程总承包项目（阳城县水投运营发展有限公司）,70.0,施工单位招标,山西省,晋城市,2021-10-29,华北区,,公用事业设施,35.4913132,112.8454497
供水,1219054,内乡县城市供水管网建设及供水厂升级改造项目 (内乡县住房和城乡建设局),51.2,设计,河南省,南阳市,2021-10-27,华北区,,公用事业设施,33.0010496,112.5292693
供水,1279356,山东省德州市向城区供水工程 (德州市河道管理服务中心、德州市水利局) v.2,1200.0,设计,山东省,德州市,2021-10-27,华东区,,公用事业设施/基础建设,37.4363704,116.3534091
供水,595072,镇雄县第三水厂供水工程 (镇雄县开发投资有限责任公司) v.2,137.51,室内装修/封顶后分包工程,云南省,昭通市,2021-10-25,华西区,,公用事业设施,27.3417508,103.7146923
供水,1297222,华容县城乡供水一体化工程项目 (华容县水利局),900.0,构思,湖南省,岳阳市,2021-10-25,华南区,,公用事业设施/基础建设,29.060703,113.348653
供水,1294023,兴宁市老城区供排水升级改造项目(一期) （兴宁市齐昌供水有限公司）,11.59,未确定,广东省,梅州市,2021-10-25,华南区,,公用事业设施,24.2918414,116.1171428
供水,1006286,长寿城区供水长江水源工程 (重庆市长寿区水利开发建设投资有限公司),500.0,设计,重庆,长寿区,2021-10-22,华西区,,公用事业设施,29.956916,107.135375
供水,1279414,平岗泵站二期扩建工程 (珠海水务环境控股集团有限公司) v.2,370.56,设计,广东省,珠海市,2021-10-22,华南区,,公用事业设施/基础建设,22.273734,113.5721327
供水,1007685,邵武市城乡供水一体化建设（城区总水厂）项目 (邵武市市政工程项目经理部) v.3,103.03,主体工程中标/开工,福建省,南平市,2021-10-21,华南区,,公用事业设施,27.3856975,118.0753196
供水,1291271,海口市秀英区东山镇供水系统工程（海口市秀英区水务局）,300.0,构思,海南省,海口市,2021-10-21,华南区,,公用事业设施/基础建设,20.0462328,110.1956502
供水,1294692,隆阳区农村供水保障专项行动项目（F+EPC） （隆阳区水务局）,200.0,施工单位招标,云南省,保山市,2021-10-20,华西区,,公用事业设施,25.1147115,99.1591622
供水,1295500,辽宁省铁岭市清河区张相镇地块公供设施用地项目(辽宁省华顺热力集团铁岭清河供水有限公司)(面积约1896平方米),,未确定,辽宁省,铁岭市,2021-10-20,华北区,,公用事业设施,42.6345121,124.2858328
供水,1292885,安远县永镇水厂建设工程 (江西省安远润泉供水有限公司),60.0,设计,江西省,赣州市,2021-10-20,华南区,1700.0,公用事业设施/办公楼,25.703866,115.348216
供水,1280471,南湖小镇供水加压泵站工程（杭州余杭环境控股集团有限公司）（杭州余杭水务控股集团有限公司 ） v.2,303.03,设计,浙江省,杭州市,2021-10-19,华东区,,公用事业设施,30.2489634,120.2052342
供水,1313013,四川省绵阳市1号文昌镇连枝村公用设施用地项目(城市供水设施用地)(梓潼县住房和城乡建设局),,未确定,四川省,绵阳市,2021-10-19,华西区,,公用事业设施,31.4602714,104.7160723
供水,1294338,山东省临沂市2021-104号梁邱镇北村，东至梁邱镇北村土地，南至梁邱镇北村土地，西至梁邱镇北村土地，北至梁邱镇北村土地地块供水用地项目(费县和源水务有限公司),,未确定,山东省,临沂市,2021-10-19,华东区,,公用事业设施,35.1032403,118.3506988
供水,1292410,长沙县城乡供水一体化二期项目 (长沙县洁源水业有限公司),300.0,构思,湖南省,长沙市,2021-10-18,华南区,,公用事业设施,28.1450774,113.2384362
供水,1258916,沿河县中界镇至沙子街道、县城新区及周边村寨农村供水保障工程（沿河土家族自治县农村水利水电建设管理站） v.2,202.8,文件草议,贵州省,铜仁市,2021-10-15,华西区,,公用事业设施/基础建设,27.7347312,109.1852081
供水,1310053,重庆市开州区KZ-35-2号金峰镇金玉社区9组地块公用设施用地(金峰场镇供水项目)(重庆清泉水务有限公司),,未确定,重庆,开州区(原开县),2021-10-14,华西区,,公用事业设施,31.7673083,120.12893311074518
供水,1271957,新罗区城乡供水一体化项目三期工程 (福建省水利投资开发集团新罗水务有限公司) v.2,162.0,设计,福建省,龙岩市,2021-10-14,华南区,,公用事业设施/基础建设,25.0767425,117.0123483
供水,1310060,重庆市开州区KZ-33-5号大德镇刘家坪村9组地块公用设施用地项目(建设大德场镇供水工程)(重庆清泉水务有限公司),,未确定,重庆,开州区(原开县),2021-10-14,华西区,,公用事业设施,31.7673083,120.12893311074518
供水,1302778,四川省广元市利州区大石镇青岩村一组公用设施用地项目(备用应急供水及加压工程项目)(广元市供排水(集团)有限公司),,未确定,四川省,广元市,2021-10-14,华西区,,公用事业设施,32.2685578,105.8395358
供水,1289910,祥云县农村供水保障三年专项行动项目 (祥云县水务局),324.0,设计,云南省,大理白族自治州,2021-10-13,华西区,,公用事业设施/基础建设,25.6074778,100.2651597
供水,1292596,新疆巴音郭楞蒙古自治州静国划2021-29号和静县资源路以西、南疆铁路以东公用设施用地项目(和静工业园区供水工程(一期工程)建设项目)(和静县开都河水务有限公司),,未确定,新疆,巴音郭楞蒙古自治州,2021-10-13,华西区,,公用事业设施,39.495586,87.9790569
供水,1288141,玉溪市江川区农村供水保障专项行动项目（PPP） （玉溪市江川区水利局）,200.0,施工单位招标,云南省,玉溪市,2021-10-12,华西区,,公用事业设施/基础建设,24.3511487,102.527044
供水,1290230,山西省临汾市天坛镇东关村公用设施用地项目(浮山县县城集中供水改扩建工程建设项目)(浮山县城乡建设和交通运输局),,未确定,山西省,临汾市,2021-10-11,华北区,,公用事业设施,36.229963,111.381767
供水,1284024,临空经济区建设供水加压泵站项目 (廊坊市清泉供水有限责任公司),50.15,构思,河北省,廊坊市,2021-10-11,华北区,12010.0,公用事业设施/办公楼,39.5302055,116.6926134
供水,1309001,广西壮族南宁市上林县白圩镇覃黄村上规设2021-094号地块公用设施用地项目(上林县城乡一体化供水网工程项目)(上林县水利局),,未确定,广西省,南宁市,2021-10-11,华南区,,公用事业设施,22.8193063,108.3627211
供水,1258511,凤庆县“十四五”农村供水保障项目 (凤庆县水务局) v.2,162.5,设计,云南省,临沧市,2021-10-11,华西区,,公用事业设施,23.88848,100.0879344
供水,1308854,湖北省宜昌市鸦鹊岭镇海云村公用设施用地项目(夷陵区鸦鹊岭镇供水系统升级工程)(宜昌市鸦鹊岭自来水厂),,未确定,湖北省,宜昌市,2021-10-11,华南区,,公用事业设施,30.694088,111.2803074
供水,1308829,广西壮族南宁市上林县明亮镇九龙村公用设施用地项目(上林县城乡一体化供水网工程项目)(上林县水利局),,未确定,广西省,南宁市,2021-10-11,华南区,,公用事业设施,22.8193063,108.3627211
供水,1289401,内蒙古锡林郭勒盟2021H7-1号巴拉嘎尔高勒镇南外环北(阳光小区东南)公用设施用地项目(西乌珠穆沁旗巴拉嘎尔高勒镇供水系统老旧设备改造工程)(西乌珠穆沁旗供水排水公司),,未确定,内蒙古,锡林郭勒盟,2021-10-09,华北区,,公用事业设施,43.9304371,116.0415202
供水,1151829,广南县城乡供水一体化工程 （广南县水务局） v.2,1000.0,设计,云南省,文山壮族苗族自治州,2021-10-09,华西区,,公用事业设施/办公楼,23.399102,104.2172181
供水,1290597,广西南宁市上林县西燕镇东敢水库旁公用设施用地项目(上林县城乡一体化供水网工程项目)(上林县水利局),,未确定,广西省,南宁市,2021-10-09,华南区,,公用事业设施,22.8193063,108.3627211
供水,1286665,五常市供水升级改造工程 (五常市供水中心),387.5,设计,黑龙江省,哈尔滨市,2021-10-08,华北区,,公用事业设施,45.7593633,126.6276177
供水,1287905,江西省赣州市DBG2021051号嘉定镇太平上村城南水厂公用设施用地项目(江西省信丰润泉供水有限公司),,未确定,江西省,赣州市,2021-10-08,华南区,,公用事业设施,25.703866,115.348216
供水,1148960,乐至县乡镇集中供水站及配套管网建设工程(一期)（EPC）(乐至县清源水务有限公司) v.2,150.0,主体工程中标/开工,四川省,资阳市,2021-10-07,华西区,,公用事业设施,30.1236535,104.6477717
供水,1287888,山西省临汾市县底镇贾墙村公用设施用地项目(尧都高新区贾得新兴产业园供水厂(一期))(尧都高新技术产业开发区管理委员会),,未确定,山西省,临汾市,2021-09-30,华北区,,公用事业设施,36.229963,111.381767
供水,1265981,环江毛南族自治县城区供水备用水源工程 (环江毛南族自治县水利局) v.2,110.0,设计,广西省,河池市,2021-09-29,华南区,,公用事业设施,24.7169004,107.8857367
供水,1298866,新疆乌鲁木齐市650109019002GB00001号米东区化工工业园地块公用设施用地项目(供水系统改扩建工程净水厂)(乌鲁木齐市米东区水务局),,未确定,新疆,乌鲁木齐市,2021-09-29,华西区,,公用事业设施,43.8244074,87.6139038
供水,1177916,峡江县工业园区供水管网改造工程建设项目 (峡江县供水有限公司),500.0,构思,江西省,吉安市,2021-09-28,华南区,,公用事业设施/基础建设,27.0937349,114.961355
供水,1281185,涿鹿东水厂辛兴堡水源地及配套供水管网 (涿鹿县供水公司),93.97,截标后,河北省,张家口市,2021-09-28,华北区,,公用事业设施/基础建设,40.8171433,114.8782861
供水,1284772,内蒙古包头市(蒙)0006811号包头市青山区装备园区地块公用设施用地项目(包头市北部区域城乡供水工程2#泵站项目)(包头市水务(集团)有限公司),,未确定,内蒙古,包头市,2021-09-27,华北区,,公用事业设施,40.6174777,109.944912
供水,1284841,贵州省六盘水市520201-2021-HB-015号钟山区德坞街道白鹤村、双戛街道河沟村地块 公用设施用地项目(高中教育城供水管道工程)(六盘水市水利开发投资有限责任公司),,未确定,贵州省,六盘水市,2021-09-27,华西区,,公用事业设施,26.5963778,104.8279652
供水,1283504,安徽省合肥市巢划拨2020-70号柘皋板桥村委会南侧地块公用设施用地项目(合巢产业新城供水工程)(巢湖市乡村振兴投资有限责任公司),,未确定,安徽省,合肥市,2021-09-26,华东区,,公用事业设施,31.8665676,117.281428
供水,1283499,山西省临汾市侯政土划2021-9号侯马市上马办事处上马村公用设施用地项目(供水水井管理用房及物资存储场项目)(侯马市水务局),,未确定,山西省,临汾市,2021-09-26,华北区,,公用事业设施,36.229963,111.381767
供水,1279107,阿克苏地区温宿国家农业科技园区供水设计施工一体化建设项目 (温宿国家农业科技园区管理委员会),130.0,截标后,新疆,阿克苏地区,2021-09-23,华西区,,公用事业设施,41.1677575,80.2582136
供水,1281575,广东省韶关市2021hb11号韶关市枫湾镇大笋钨矿水厂地块公用设施用地项目(韶关市曲江区枫湾镇、大塘镇农村饮用水工程建设项目)(韶关市曲江区供水管理处),,未确定,广东省,韶关市,2021-09-23,华南区,,公用事业设施,24.8136095,113.5922116
供水,1275423,军山水厂扩建工程 (武汉车都供水实业有限公司),200.0,构思,湖北省,武汉市,2021-09-18,华南区,,公用事业设施,30.5951051,114.2999353
供水,1280097,湖北省宜昌市当阳市庙前镇桐树垭村公用设施用地项目(当阳市城市供水保障工程)(当阳市建投水务集团有限公司),,未确定,湖北省,宜昌市,2021-09-18,华南区,,公用事业设施,30.694088,111.2803074
供水,1279930,山东省威海市371002110037GB00239号临港区初张路东、江苏西路北公用设施用地项目(威海市水务集团汪疃供水基地建设项目)(威海市水务集团有限公司),,未确定,山东省,威海市,2021-09-18,华东区,,公用事业设施,37.5120997,122.1152599
供水,1223751,开江县五大片区乡镇供水建设项目(开江县和宁水利建设有限公司 ),150.0,主体工程中标/开工,四川省,达州市,2021-09-18,华西区,,公用事业设施,31.345115,107.650683
供水,1277999,河北省邯郸市LGT2021-13-1号临漳县狄邱乡郝王村村北地块公用设施用地项目(临漳县城乡集中供水(一期)项目)( 临漳县水利局),,未确定,河北省,邯郸市,2021-09-17,华北区,,公用事业设施,36.6107711,114.4857072
供水,1277760,江西省抚州市H(2021)045号东馆镇公用设施用地项目(东馆镇自来水厂)(江西省临川润泉供水有限公司),,未确定,江西省,抚州市,2021-09-16,华南区,,公用事业设施,27.9511188,116.3530413
供水,1276870,新疆阿拉尔市2021-118号十二团胜利水库地块公用设施用地项目(第一师阿拉尔水厂以西供水区2020年农村饮水安全巩固提升工程建设项目)(第一师水利工程管理服务中心),,未确定,新疆,阿拉尔市,2021-09-15,华西区,,公用事业设施,40.5421865,81.2770789
供水,1118559,临漳县城乡集中供水(第四水厂)项目(临漳县水利局) v.2,446.0,主体工程中标/开工,河北省,邯郸市,2021-09-15,华北区,,公用事业设施,36.6107711,114.4857072
供水,1161612,青龙湖生态补水及综合利用项目(EPC) (唐山曹妃甸区临港供水有限公司) v.4,258.2,主体工程中标/开工,河北省,唐山市,2021-09-14,华北区,,公用事业设施/基础建设,39.6295951,118.1738712
供水,1275121,河北省廊坊市131003001005GB00140号廊坊经济技术开发区纬四道南侧、经九路西侧地块公用设施用地项目(南水北调配套科技谷无负压加压泵站)(廊坊经济技术开发区供水中心),,未确定,河北省,廊坊市,2021-09-14,华北区,,公用事业设施,39.5302055,116.6926134
供水,1269285,深州市建设水厂及配套管网提质增效项目 (深州市农村供水有限公司),500.0,构思,河北省,衡水市,2021-09-13,华北区,,公用事业设施,37.7364305,115.6677229
供水,1275436,山西省大同市划拨2021-02号大同开发区装备园区208国道东侧地块公用设施用地项目(加压泵站)(大同市供水排水集团有限责任公司),,未确定,山西省,大同市,2021-09-13,华北区,,公用事业设施,40.0919817,113.2951122
供水,1274069,山西省忻州市开发区2021-22号到开发区2021-24号原平经济技术开发区机关团体用地、公用设施用地项目(原平市循环经济示范区管理业务楼、原平市循环经济示范区供水厂项目、原平市循环经济示范区污水处理厂项目)(原平经济技术开发区管理委员会),,未确定,山西省,忻州市,2021-09-10,华北区,,公用事业设施/办公楼,38.76502,112.385805
供水,1193463,长顺县城市供水安全保障工程 (长顺县水务局) v.2,150.0,设计,贵州省,黔南布依族苗族自治州,2021-09-09,华西区,,公用事业设施,26.257011,107.5180339
供水,1272488,北京房山区良乡镇公共管理与公共服务用地项目(良乡镇中心区供水工程)(北京市房山区良乡镇人民政府),,未确定,北京,房山区,2021-09-08,华北区,,公用事业设施,39.7456173,116.13707
供水,1017436,四新河水厂 (山东聊城恒润供水有限责任公司),480.0,设计,山东省,聊城市,2021-09-08,华东区,,公用事业设施,36.4441808,115.9642007
供水,1268384,汉中市汉台区城乡供水一体化项目 (汉中市汉台区水利局),280.0,主体工程中标/开工,陕西省,汉中市,2021-09-07,华西区,,公用事业设施,33.171124,107.045009
供水,1187002,宜阳县饮用水地表化供水工程 (宜阳县水利局) v.2,400.0,设计,河南省,洛阳市,2021-09-07,华北区,,公用事业设施,34.6196539,112.4477046
供水,1265877,磁县供水资产购置及江水置换项目 (磁县恒泽城市发展有限公司),790.03,构思,河北省,邯郸市,2021-09-07,华北区,,公用事业设施,36.6107711,114.4857072
供水,1264704,察布查尔县供水改扩建项目(察布查尔锡伯自治县水务投资开发有限公司),500.0,主体工程中标/开工,新疆,伊犁哈萨克自治州,2021-09-07,华西区,,公用事业设施/基础建设,43.913814,81.3271885
供水,1266618,平塘县城乡供水建设项目(平塘县供排水有限公司),250.0,施工单位招标,贵州省,黔南布依族苗族自治州,2021-09-07,华西区,,公用事业设施/基础建设,26.257011,107.5180339
供水,831857,凤阳县城乡供水一体化工程 (滁州市凤阳县水务局) v.4,300.0,主体工程中标/开工,安徽省,滁州市,2021-09-06,华东区,,公用事业设施,32.3027377,118.3139455
供水,958403,第二师铁门关市库铁供水建设项目 (新疆维吾尔自治区铁门关市市政工程养护中心),100.0,主体工程中标/开工,新疆,铁门关市,2021-09-06,华西区,,公用事业设施/基础建设,41.8628528,85.6682293
供水,1269917,黑龙江省哈尔滨市宾西开发区龙宾路北弘宾路西公共管理与公共服务用地项目((宾县)松花江供水项目-宾西净水厂 )(宾西经济技术开发区管理委员会),,未确定,黑龙江省,哈尔滨市,2021-09-03,华北区,,公用事业设施,45.7593633,126.6276177
供水,1269559,山东省枣庄市滕州市TZ2020-94号解放路南、德艺巷东公用设施用地项目(滕州市东沙河地表水厂工程)(滕州市中润供水有限公司),,未确定,山东省,枣庄市,2021-09-03,华东区,,公用事业设施,34.8108822,117.3178922
供水,1270253,江西省赣州市DBA2021064号西城区I-02-04-01地块公用设施用地(供水用地)项目(赣州水务股份有限公司),,未确定,江西省,赣州市,2021-09-03,华南区,,公用事业设施,25.703866,115.348216
供水,1267272,山东省临沂市郯城县李庄镇尚庄社区、株柏社区公共管理与公共服务用地项目(郯城县城乡供水一体化工程(取水泵站)建设项目)(郯城县水务公司),,未确定,山东省,临沂市,2021-09-01,华东区,,公用事业设施,35.1032403,118.3506988
供水,1153900,龙里县供水水厂提质扩建改造工程 (龙里县水务局) v.2,281.0,设计,贵州省,黔南布依族苗族自治州,2021-08-31,华西区,,公用事业设施,26.257011,107.5180339
供水,1261227,富顺县东部水厂工程(一期)(EPC) (富顺县板桥供水有限公司),120.0,主体工程中标/开工,四川省,自贡市,2021-08-31,华西区,,公用事业设施,29.2995746,104.6928392
供水,1265411,山东省淄博市桓台县果里镇海河路北侧，付坡村段地块公用设施用地项目(桓台县水质提升工程(第一水厂)项目 )(桓台县万泉供水有限责任公司 ),,未确定,山东省,淄博市,2021-08-30,华东区,,公用事业设施,36.819626,117.980675
供水,1262057,新田县城乡供水一体化综合项目 (湖南青云发展集团有限公司),100.0,构思,湖南省,永州市,2021-08-30,华南区,,公用事业设施,25.781344,111.6979977
